gid,code,ward,name,feature,fature_det,speciality,theme,type,address,phone,photo,the_geom
1135,00-00-03-09,35,MEPMA LABS,OFFICE,,RAJIV YUVA KIRANALU,,AIDED,"KORLAMMAPETA ELE, SCHOOL, RAJAHMUNDRY.",,,0104000020E610000001000000010100000099105B56D95C61414A85E49EC0533D41
1136,00-00-02-05,37,ANJANEYA SWAMY TEMPLE,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"VEERABHADRAPURAM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C9ED2B54105D6141A1C7FFD122573D41
1137,00-00-03-52-01,25,SRI SITARAMA MEDICAL & GENERAL STORES,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"#35-1-84, KUMARI TAKIS ROAD, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006AAF2EB3B75C6141A985ED756F4F3D41
1138,00-00-03-09,25,LIC OFFICE,OFFICE,,LIC OFFICE,,GOVERNMENT,"BESIDE VIJAYA THEATRE, MAIN ROAD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D7DF0998D55C6141AEA31302B04D3D41
1139,00-00-03-46,35,MUNCIPAL PARK,PARK,,PARK,FACILITY,GOVERNMENT,"KORLAMPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000861EC563E15C61411D35CA181B543D41
1140,00-00-03-09,35,BAJAJ SERVICING CENTRE,OFFICE,,SERVICING CENTRE,,PRIVATE,"DEVICHOWK, RAJAHMUNDRY.",,,0104000020E61000000100000001010000000F65AC17EE5C6141A2663640F2533D41
1141,00-00-03-52-01,35,APPOLO PHARMACY,SHOP,24 HOURS,MEDICAL SHOP,HEALTH,PRIVATE,"DEVI CHOWK, RAJAHMUNDRY.",,,0104000020E61000000100000001010000009F69DE2FEE5C61414D37B6C7C2533D41
1142,00-00-03-05,35,ROYAL HOSPITAL,HOSPITAL,"DR.VAASIREDDY PRASAD, MSFRCS(U.K)",HOSPITAL,HEALTH,PRIVATE,"NAGADEVI BACK SIDE STREET, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006E915993CA5C61417E0C05C039543D41
1143,00-00-03-05,34,GANGINA MOTHER CHILDREN HOSPITAL,HOSPITAL,,HOSPITAL,HEALTH,PRIVATE,"AARYAPURAM MAIN ROAD, RAJAHMUNDRY.",0883-2423636,,0104000020E6100000010000000101000000ACD586F2B95C6141C000CB664C543D41
1144,00-00-03-54,34,SIVAJYOTHI THEATRE,THEATRE,NON A.C,THEATRE,ENTERTAINMENT,PRIVATE,"GOKAVARAM BUS STAND, RAJAHMUNDRY.",,,0104000020E610000001000000010100000044321806B55C6141CEB0D858F9533D41
1145,00-00-02-05,37,SRI SHIRDI SAI TEMPLE,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"NEAR BIJILI ICE FACTORY, RAJAHMUNDRY.",,,0104000020E61000000100000001010000002B2B4D00365D6141EADC7065B4563D41
1146,00-00-03-09,40,GOWTAMI GAS DISTRIBUTOR GAS GODOWN,OFFICE,,GAS GODOWN,,PRIVATE,"TIMBER YARD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000126CA3E2B15C614157CD4808BE573D41
1147,00-00-03-09,34,RELIANCE LIFE INSURENCE OFFICE,OFFICE,,INSURENCE,,PRIVATE,"AARYAPURAM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C5B4DD90BA5C6141DD0C774323553D41
1148,00-00-03-27,35,UDAYANI CLINIC,CLINIC,,CLINIC,HEALTH,PRIVATE,"DEVI CHOWK ROAD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000E2130441F05C6141EB94B82260543D41
1149,00-00-03-23,24,STATE BANK OF INDIA,BANK,BAZAR BRANCH,SBI BANK,FACILITY,GOVERNMENT,"TOWN HALL STREET, MAIN ROAD, RAJAHMUNDRY.",,,0104000020E610000001000000010100000034DAE0A0B15C6141B2B4770802503D41
1150,00-00-02-05,17,SAI BABA TEMPLE,TEMPLE,,SAI BABA TEMPLE,RELIGIOUS,PRIVATE,"I.L.T.D.JUNCTION, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000743FB73A975D6141DAFA5E7F1C443D41
1151,00-00-03-52-01,32,BALAJI MEDICALS,SHOP,,MEDICAL SHOP,HEALTH,GOVERNMENT,"NEAR JAMPETA GENDHI STATUE, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000B9262B32115D614123559A67FC523D41
1152,00-00-03-37,12,SAMATHA HOSPITAL,HEALTH,,HOSPITAL,HEALTH,PRIVATE,"78-10-4/2, GANDHIPURAM,RAJAHMUNDRY.","0883-2445504, 2445505",,0104000020E610000001000000010100000058863783BA5D614111F91D9EFE503D41
1153,00-00-03-05-01,36,VASU HOSPITAL,HOSPITAL,,FIRST AID HOSPITAL,HEALTH,PRIVATE,"ADEMMADIBBA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000050D766EEFA5C614122D541ECBC553D41
1154,00-00-03-35,34,RAILWAY GUEST HOUSE (CHITRANGI PALACE),GUEST HOUSE,,GUEST HOUSE,HOSPITALITY,GOVERNMENT,"NEAR PUSHKARA GHAT, RAJAHMUNDRY.",,,0104000020E610000001000000010100000044601B217C5C614146305A0AE7523D41
1155,00-00-03-05,8,RAJA EMERGENCY HOSPITAL,HOSPITAL,,Emergency Hospital,HEALTH,PRIVATE,"DANAVAIPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008CC3CA98765D614193F446A2F2513D41
1156,00-00-03-51,12,DONBOSCO E.M. HIGH SCHOOL,SCHOOL,,HIGH SCHOOL,EDUCATION,PRIVATE,"POSTAL COLONY, BEHIND RTC COMPLEX, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C90BFF2FDF5D6141B0EC33A282503D41
1157,00-00-03-09,12,OFFICE OF REGIONAL DIRECTOR CUM APPELATE COMMISSION,OFFICE,GOVT OF ANDHRA PRADESH,INSPECTION,,GOVERNMENT,"79-13-13, POSTAL COLONY, RAJAHMUNDRY.",,,0104000020E61000000100000001010000000906A97FCE5D6141D973C3EA93503D41
1158,00-00-03-37,8,SRI CHAITANYA LABORATORY,HEALTH,,LABORATORY,HEALTH,PRIVATE,"NEAR PRAKASH NAGAR ROUND PARK,GANDHI PURAM-II, RAJAHMUNDRY.",9393052277,,0104000020E61000000100000001010000001439066B995D6141B8DFAEAA5D523D41
1159,00-00-03-09,34,FIRE STATION,OFFICE,,EMERGENCY,INFRASTRUCTURE,GOVERNMENT,"BESIDE DISTRICT COURT, RAJAHMUNDRY.",101,,0104000020E6100000010000000101000000C2DAC230A95C61418B0A724112543D41
1160,00-00-03-05,10,AMMA HOSPITAL,HOSPITAL,,NURSING HOME,HEALTH,PRIVATE,"VL PURAM NH5, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000FC4490E6655E61418E66EE53724E3D41
1161,00-00-02-02,31,PENTUCOASTAL CHURCH,CHURCH,,CHURCH,RELIGIOUS,PRIVATE,"JAMPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000B174D61BFC5C614105C276DE01523D41
1162,00-00-03-05,8,DR.GOPI EYE HOSPITAL,HOSPITAL,,EYE HOSPITAL,HEALTH,PRIVATE,"DANVAIPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000FA79581F535D6141B55E481DD0513D41
1163,00-00-03-33,30,HAZARATH VALI ZAL ZALISHA DARGAH TRUST BOARD (SHADIKHANA),FUNCTION HALL,SHADIKHANA,FUNCTION HALL,ENTERTAINMENT,PRIVATE,"BEHIND APSARA THEATRE, BESTHA VEEDHI, RAJAHMUNDRY.",,,0104000020E61000000100000001010000005509BEB3E15C6141FB65DF87A4503D41
1164,00-00-03-52,32,RAJA ACQUARIUM AND PET WORLD,SHOP,,PETS WORLD SHOP,SHOP,PRIVATE,"BESIDE RYTU BAZAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000306E5D5F005D6141A934404D08533D41
1165,00-00-03-49,36,SATYA RESTAURENT,RESTAURANT,,RESTAURENT,HOSPITALITY,PRIVATE,"DEVICHOWK, RAJAHMUNDRY.",,,0104000020E61000000100000001010000004121638CFC5C6141DA09FD6BF4533D41
1166,00-00-03-27,36,SRI SAI RAVINDRA CLINIC,CLINIC,,HOSPITAL,HEALTH,PRIVATE,"RAMACHANDRA RAO PETA, KAMBALATANK, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000128E7F6C015D61412724CD740C553D41
1167,00-00-03-09,8,E-SEVA KENDRAM,OFFICE,DANAVAI PETA SAKHA,"HOUSE TAX,PHONE BILLS,ELECTRICITY BILLS COLLECTION CENTER",FACILITY,GOVERNMENT,"GANDHI PURAM-II, NEAR PRAKASH NAGAR ROUND PARK, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000B5E6C81F8C5D6141E7597EB320523D41
1168,00-00-02-05,31,SRI LAKSHMI VIGNESWARA TEMPLE,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"ANNAPURNAMMAPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008393A159175D6141AB9ACEDE10513D41
1169,00-00-03-57,31,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 37,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"ANNAPURNAMMAPETA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000003E305540B5D61414E1B6DCF81513D41
1170,00-00-03-31,15,RELLI COMMUNITY HALL,COMMUNITY HALL,MUNICIPAL CORPORATION OF RAJAHMUNDRY,FUNCTION HALL,ENTERTAINMENT,GOVERNMENT,"BY-PASS ROAD, TADITOTA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000CAC5BE152E5D61419A846ABDD94F3D41
1171,00-00-02-02,38,YESU KREESTHU PRARDANA MANDIRAM,CHURCH,,CHURCH,RELIGIOUS,PRIVATE,"LALITHA NAGAR, RAJAHMUNDRY",,,0104000020E6100000010000000101000000C21DBC15045D6141153FA98E74583D41
1172,00-00-02-05,36,SRI RAMALAYAM,TEMPLE,,RAMA TEMPLE,RELIGIOUS,PRIVATE,"KAMBALA CHERUVU, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006F315724035D6141534CEA620F543D41
1173,00-00-03-14,30,SRI KANDUKURI VEERESALINGAM BRIDGE,COLVERT ON RAIL,,BRIDGE,OTHER,GOVERNMENT,"JAMPET, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000787CE02FE25C6141A21A08A9CC513D41
1174,00-00-03-51,30,SRI VICTORIA AIDED U.P. SCHOOL,SCHOOL,,UPPER PRIMARY SCHOOL,EDUCATION,AIDED,"GANTALAMMA GUDI VEEDHI, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000EB6415E8C45C614131B314E5BA513D41
1175,00-00-03-10,22,BHARAT PETROLEUM,PETROL PUMP,,BHARAT PETROLEUM BUNK,FACILITY,PRIVATE,"BESIDE CHINNA ANJANEYA SWAMY TEMPLE, GODAVARI GATTU, RAJAHMUNDRY.",,,0104000020E610000001000000010100000057C6665D895C6141A83F8B174E4F3D41
1176,00-00-03-52-01,21,SURYA ENTERPRISES,SHOP,AYURVEDIC MEDICAL SHOP,MEDICAL SHOP,HEALTH,PRIVATE,"T NAGAR, RAJAHMUNDRY.","9390216838, 0883-2434199",,0104000020E610000001000000010100000047921700D75C6141C3000566604C3D41
1177,00-00-03-09,33,BHARAT MOTOR PARCEL SERVICE,OFFICE,,PARCEL OFFICE,,PRIVATE,"NEAR GOWTAMI GRANDHALAYAM, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008784AB38CC5C614188A4B9F693533D41
1178,00-00-02-05,22,JAIN ARADHAN BHAVAN,TEMPLE,,JAIN'S TEMPLE,RELIGIOUS,PRIVATE,"NALAM BHEEMA RAJU STREET, RAJAHMUNDRY.",,,0104000020E610000001000000010100000045C5FA92915C614119F77DA717503D41
1179,00-00-03-55,31,SULABH COMPLEX,TOILETS & BATH ROOM,MAINTAINED BY SULABH INTERNATIONAL,TOILETS,FACILITY,PRIVATE,"AZAD CHOUCK, JAMPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000044575BFF15C6141BF3F1D420E523D41
1180,00-00-03-30,8,SIR AURTHOR COTTON JUNIOR COLLEGE,COLLEGE,,COLLEGE,EDUCATION,PRIVATE,"DANAVAIPETA, RAJAHMUNDRY.",0883-2443759,,0104000020E6100000010000000101000000C308C99E705D6141327B1CAB5F523D41
1181,00-00-03-52-01,21,SRI VAMSHI KRISHNA MEDICAL STORE,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"BESIDE SRI SANJIVI HOSPITAL, T NAGAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000004BCE3F2FD45C6141BA9912A57D4C3D41
1182,00-00-03-52-01,21,GAYATRI MEDICALS,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"#6-5-13, INNESPETA, RAJAHMUNDRY.",0883-6666953,,0104000020E6100000010000000101000000D060D0CFE35C614169CE2D5ECC4C3D41
1183,00-00-03-51,36,VISWAM PUBLIC SCHOOL,SCHOOL,,HIGH SCHOOL,EDUCATION,PRIVATE,"TUMMALOVA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000009618F3C9C55C614119B933053C553D41
1184,00-00-03-46,21,SWATANTRYA SAMARA YODHULA PARK,PARK,MUNICIPAL CORPORATION OF RAJAHMUNDRY,SWATANTRYA SAMARA YODHULA,FACILITY,GOVERNMENT,"NEAR KOTIPALLI BUS STAND, INNESPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D18F0EBEE75C6141DC55ED00A84C3D41
1185,00-00-03-23,33,ANDHRA BANK,BANK,DEVICHOWK BRANCH,BANK,FACILITY,GOVERNMENT,"DEVICHOWK, RAJAHMUNDRY.",0883-2442262,,0104000020E610000001000000010100000088FC1D03E95C61411AC0565860533D41
1186,00-00-03-41,33,GOWTAMI LIBRARY,LIBRARY,,LIBRARY,EDUCATION,GOVERNMENT,"NEAR NAGADEVI THEATRE, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000822F73D7D45C6141F8A800A34F533D41
1187,00-00-03-09,33,SOCIAL WELFARE OFFICE,OFFICE,,WELFARE OFFICE,,GOVERNMENT,"IN SUB COLLECTOR OFFICE, RAJAHMUNDRY.",,,0104000020E61000000100000001010000002AF9EE63BD5C6141849245A27C523D41
1188,00-00-03-33,33,SRI DEVI ARYA VYSHYA KALYANA MANDAPAM,FUNCTION HALL,,FUNCTION HALL,ENTERTAINMENT,PRIVATE,"DEVICHOWK, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F4C9F365E65C61413A92C3C475533D41
1189,00-00-03-52,33,CHANDANA RAMESH JEWELLERS,SHOP,,JEWELLERY SHOP,SHOP,PRIVATE,"KANDAKAM LANE, FORT GATE, RAJAHMUNDRY.",,,0104000020E61000000100000001010000005C0685FBAC5C6141C61A626409523D41
1190,00-00-02-05,22,SRI VARASIDHI VINAYAKA ALAYAM,TEMPLE,,GANESH TEMPLE,RELIGIOUS,PRIVATE,"MAIN ROAD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D57A58E8B45C6141169A3702494F3D41
1191,00-00-03-23,21,CANARA BANK,BANK,MAIN BRANCH IN RAJAHMUNDRY,CANARA BANK,FACILITY,PRIVATE,"BACK SIDE OF PARK, INNESPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000EB684257E55C6141670286D1924C3D41
1192,00-00-02-05,32,GANESH TEMPLE,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"GENESH CHOWK, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000565A59E9FB5C6141D4A1977116533D41
1193,00-00-03-45,34,LEPAKSHI HANDICRAFT EMPORIUM,EMPORIRUM,EMPORIRUM,HANDI CRAFTS,FACILITY,PRIVATE,"NEAR NAGADEVI THEATRE, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000706F1232C85C6141C56C0273B7533D41
1194,00-00-03-38,32,B.C.GIRLS HOSTEL,HOSTEL,,B.C.HOSTEL,RESIDENTIAL AREA,GOVERNMENT,"OPPOSITE RYTU BAZAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000002D742B42035D614151F0BC4329533D41
1195,00-00-03-05,34,CHINULES HOSPITAL,HOSPITAL,,HOSPITAL,HEALTH,PRIVATE,"ARYAPURAM 2 STREET, RAJAHMUNDRY.",,,0104000020E610000001000000010100000071BA6562B55C61415C8DB782BE553D41
1196,00-00-03-52-03,34,AKHIL WINE SHOP,SHOP,,WINE SHOP,SHOP,PRIVATE,"ARYAPURAM, RAJAHMUNDRY.",,,0104000020E610000001000000010100000027089C64BB5C6141835D6EB956553D41
1197,00-00-02-05,18,SRI SAI RAMA &  SRI RAMA MANDIRAM,TEMPLE,,SRI SAI RAMA MANDIRAM,RELIGIOUS,PRIVATE,"DOMMTEVARI PETA, ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E61000000100000001010000003F598F37525D6141F40848D976443D41
1198,00-00-03-05-01,18,DR.PRASAD SKIN & SUGAR HOSPITAL,HOSPITAL,"DR.T.S.PRASAD (MBBS,",SKIN & SUGAR SPECIALITY H,HEALTH,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E610000001000000010100000072F766F85E5D6141B9121F84C6453D41
1199,00-00-03-38,22,RAJAMAHENDRAVARA VISHYA SADANA SAMGHAMU,HOSTEL,EST.1920,LADIES HOSTEL,RESIDENTIAL AREA,AIDED,"SADANAM VEEDHI, GODAVARI GATTU, RAJAHMUNDRY.",,,0104000020E61000000100000001010000001BF543F6845C61411F16B72427503D41
1200,00-00-03-05-01,34,DIVYA HOSPITAL,HOSPITAL,,HOSPITAL,HEALTH,PRIVATE,"NEAR GOKAVARAM BUSSTAND, RAJAHMUNDRY.",0883-6452289,,0104000020E6100000010000000101000000E5954E84BD5C6141337039391B543D41
1201,00-00-03-52-01,22,SARASWATI MEDICAL STORE,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"MAIN ROAD, RAJAHMUNDRY.","0883-2461943, 9885034979",,0104000020E610000001000000010100000084D03520B35C6141428080BC554F3D41
1202,00-00-03-57,18,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 126,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"#2-36-21, ALCOT GARDENS-II, RAJAHMUNDRY.",,,0104000020E61000000100000001010000005F83A02F515D6141EFA7F49923453D41
1203,00-00-03-09,33,DR.B.R. AMBEDKAR SOCIETY,OFFICE,,SOCIETY,SOCIAL ORGANIZATION,PRIVATE,"NEAR ANAM KALA KENDRAM,SUBRAHMANYAM MYDANAM",,,0104000020E610000001000000010100000022F4892EAB5C61410CEC15DDCD523D41
1204,00-00-03-02,22,MUNICIPAL CORPORATION OF RAJAHMUDNRY DISPENSARY,HOSPITAL,DR.G.MADHUBABU,HOSPITAL,HEALTH,GOVERNMENT,"VULLITHOTA VEEDHI, RAJAHMUNDRY.",,,0104000020E61000000100000001010000003E8AD07C9F5C6141443C8E15BA4E3D41
1205,00-00-02-05,22,SRI DURGA MALLESWARA ALAYAM & SRI SHIRIDI SAI BABA,TEMPLE,,SHIVA & SAIBABA TEMPLE,RELIGIOUS,PRIVATE,"GODAVARI GATTU, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000B891DC86895C6141D3526E28DE4E3D41
1206,00-00-03-41,23,HOLY BIBLE HOUSE,LIBRARY,CHRISTIAN BOOK CENTRE & MARIGE LINES,CHRISTIAN'S LIBRARY,EDUCATION,PRIVATE,"K.V.R.PLAZA, KOTAGUMMAM, MAIN BAZAR, RAJAHMUNDRY.",9397950035,,0104000020E6100000010000000101000000F15D19069F5C61410BD1472EE5513D41
1207,00-00-03-09,34,III TOWN LAW AND ORDER POLICE STATION,OFFICE,,POLICE STATION,INFRASTRUCTURE,GOVERNMENT,"SHESHIYYA METTA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000EFBC07129C5C61411DA364175F533D41
1208,00-00-03-23,10,BANK OF BARODA,BANK,,BANK,FACILITY,PRIVATE,"VL PURAM, RAJAHMUNDRY.",,,0104000020E61000000100000001010000003C921ADE425E6141AAF19560064E3D41
1209,00-00-03-05-01,34,SRI NAYANA HOSPITAL,HOSPITAL,,EYE SPECIALIST,HEALTH,PRIVATE,"AARYAPURAM MAIN ROAD, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008E7278F0B25C614124DCBC0230543D41
1210,00-00-03-09,32,VICTORY ENTERPRISES,OFFICE,,RAK CERAMICS,,PRIVATE,"OPP.RESERVE POLICE QUARTERS, JAMPETA, RAJAHMUNDRY.",0883-2466355,,0104000020E61000000100000001010000003F7815190D5D6141C7C81A37CA523D41
1211,00-00-02-05,34,SRI KRISHNA CHAITANYA TEMPLE,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"ARYAPURAM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C3947045A55C614124EC9DA746553D41
1212,00-00-03-30,30,SKNM JUNIOR COLLEGE,COLLEGE,,JUNIOR COLLEGE,EDUCATION,PRIVATE,"CHURHPET, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006ED74A7AE65C6141B796C195ED503D41
1213,00-00-03-05-01,34,AMAR EYE HOSPITAL,HOSPITAL,,EYE SPECIALIST,HEALTH,PRIVATE,"NEAR GOKAVARAM BUS STAND, RAJAHMUNDRY.",0883-2472021,,0104000020E61000000100000001010000004FF87620BD5C61414EF5E24C01543D41
1214,00-00-03-43,49,RYTU BAZAR,MARKET,QUARRY MARKET JUNCTION,MARKET,SHOP,GOVERNMENT,"QUERY MARKET JUNCTION, RAJAHMUNDRY.",,,0104000020E610000001000000010100000086E41158A15D6141F918DB43F05D3D41
1215,00-00-03-05,39,MUNCIPAL CORPORATION OF ALOPATHI HOSPITAL,HOSPITAL,,HOSPITAL,HEALTH,GOVERNMENT,"AARYAPURAM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000272310DBC65C6141A73158155A553D41
1216,00-00-03-28,39,JAYARAM,CLUB,NON A.C,HOURSE CLUB,ENTERTAINMENT,PRIVATE,"LINGAMPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000003CE06716DD5C61414020907A7E553D41
1217,00-00-03-52,39,AMBEDKAR BHAVAN,SHOPPING COMPLEX,,MUNCIPAL SHOPING COMPLEX,SHOP,GOVERNMENT,"NEAR NATRAJ THERATRE, RAJAHMUNDRY.",,,0104000020E610000001000000010100000093AB8329D65C61417CE0650B50553D41
1218,00-00-03-27,39,RAVINDRA CLINIC,CLINIC,,FIRST AID CENTRE,HEALTH,PRIVATE,"LINGAM PETA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000008362F5FE65C6141D791AE64DF553D41
1219,00-00-03-23,26,VIJAYA BANK,BANK,RAJAHMUNDRY BRANCH,VIJAYA BANK,FACILITY,PRIVATE,"SHYAMALA CENTRE, NEAR KOTIPALLI BUS STAND, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000A8D8866AE05C6141E3A67432344D3D41
1220,00-00-03-30,16,SAMHITA DEGREE & PG COLLEGE,COLLEGE,,DEGREE & PG COLLEGE,EDUCATION,PRIVATE,"TADI THOTA, RAJAHMUNDRY.","9248111004, 9866671777",,0104000020E6100000010000000101000000F6CA83363E5D6141A5BBDE38874E3D41
1221,00-00-03-57,27,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 11,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"#37-2-6, INNISPETA-I, RAJAHMUNDRY.",,,0104000020E610000001000000010100000011B8E42F1B5D6141B16BE47CAB4B3D41
1222,00-00-02-03,20,ROTARY KAILASA BHOOMI,GRAVE,HINDU'S,BURIEL GROUND,RELIGIOUS,PRIVATE,"GOWTAMI GHAT, RAJAHMUNDRY.",,,0104000020E61000000100000001010000000D6F3DE8095D61417F144678E9493D41
1223,00-00-03-37,8,HUMAN DIAGNOSTIC SERVICES,HEALTH,,DAIGNOSTIC LABORATARY 24 HOURS,HEALTH,PRIVATE,"DANAVAIPETA, RAJAHMUNDRY.",0883-2478217,,0104000020E6100000010000000101000000A5E5A1BD4E5D6141BC416334E3513D41
1224,00-00-03-09,34,E-SEVA KENDRAM,OFFICE,,E SEVA CENTRE,FACILITY,GOVERNMENT,"BESIDE III TOWN POLICE STATION, RAJAHMUNDRY.",,,0104000020E61000000100000001010000007E11DBFC9D5C61417B8FDAE464533D41
1225,00-00-03-52-01,26,SHIVAKI TRADERS AYURVEDIC MEDICAL SHOP,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"INNISPETA, RAJAHMUNDRY.",9848520287,,0104000020E6100000010000000101000000C198F788F45C614197425E8E884C3D41
1226,00-00-03-51,27,V. T.HIGH SCHOOL,SCHOOL,"THE VIRESALINGAM THEISTIC HIGH SCHOOL, ESTD: 1908",HIGH SCHOOL,EDUCATION,AIDED,"BESIDE V.T.JUNIOR COLLEGE, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000EF3BB6551A5D6141DA2BF846514C3D41
1227,00-00-02-05,26,SRI VIJAYA DURGA ALAYAM,TEMPLE,,DURGA TEMPLE,RELIGIOUS,PRIVATE,"INNISPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006E927F47EF5C6141D89063079E4C3D41
1228,00-00-03-52-01,25,KUMAR MEDICALS,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"#7-30-42/4, MAIN ROAD, RAJAHMUNDRY.",0883-2425705,,0104000020E6100000010000000101000000B00BD344D05C61415DFBBFD2D54D3D41
1229,00-00-03-09,16,SAKSHI OFFICE,OFFICE,,PARTY OFFICE,SOCIAL ORGANIZATION,PRIVATE,"TADI THOTA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008CF58A814E5D6141C22131D4764E3D41
1230,00-00-03-05-01,26,KAKINADA DR.BASAVAYYA AYURVEDA HOSPITAL,HOSPITAL,,AYURVEDIC HOSPITAL,HEALTH,PRIVATE,"INNISPETA, RAJAHMUNDRY.",9848162013,,0104000020E610000001000000010100000020CD8A5CF55C614128C19653814C3D41
1231,00-00-03-52-02,23,PABHUTVA CHOWKA DHARALA DUKANAM,SHOP,SHOP NO: 13,RATION SHOP,SHOP,GOVERNMENT,"#9-3-1, CHANDA SATRAM STREET, RAJAHMUNDRY.",,,0104000020E610000001000000010100000033AA1DC4795C61416353225BD5503D41
1232,00-00-03-40,18,RATNA ICE FACTORY & RATNA PLASTICS,INDUSTRY,,ICE & PLASTIC FACTORY,SMALL SCALE INDUSTRY,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.","0883-2425293, 2460504",,0104000020E61000000100000001010000007D7B1DCF5D5D6141B5470097AA433D41
1233,00-00-03-38,23,THE RAJAMEHENDRAVARA VYSYA VIDYARDHI VASATI GRUHA ABHIVRUDHI SAMGHAM,HOSTEL,,BOYS VISHYA HOSTEL,RESIDENTIAL AREA,PRIVATE,"GUNDUVARI VEEDHI, RAJAHMUNDRY.",0883-2471193,,0104000020E6100000010000000101000000437869137D5C6141B8C1F781A4503D41
1234,00-00-03-52,23,SRI CHANDA SATRAM SHOPPING COMPLEX,SHOPPING COMPLEX,,SHOPPING COMPLEX,SHOP,GOVERNMENT,"CHNDA SATRAM COMPUND, RAJAHMUNDRY.",,,0104000020E610000001000000010100000035E420127F5C6141761CF6D1FD503D41
1235,00-00-03-30,25,IGNOU B.ED COLLEGE,COLLEGE,,BED COLLEGE,EDUCATION,GOVERNMENT,"OPP.SAIKRISHNA THEATRE, RAJAHMUNDRY.",,,0104000020E61000000100000001010000002B786CD2DE5C6141407802A7264E3D41
