city,area,family_size,male,female,age_lt15,age_15btw25,age_25btw45,age_gt45,no_of_children,occupation,education,no_of_working_members,child_working_below_15,type_of_ration_card,health_card,no_of_deceased_people,no_of_handicapped_people,car,bike,tractor,house,land,gold,monthly_income,government_income,pension_income,private_income,caste,nearest_hospital,nearest_primary_school,nearest_high_school,nearest_college,nearest_university,postal_savings,bank_savings,chit_savings,other_savings,agricultural_status,type_of_building,type_of_water_source,source_of_drinking_water,presence_of_toilet_facility,electricity_connection,television,refrigerator,air_conditioner,heater,fan,computer,electricity_bill,gas_connection,no_of_lic_policies,income_status,cable_connection,internet_connection,poverty_status,latitude,longitude
Prathipadu,Rural,3,1,1,0,1,2,0,2,Teacher,7th Standard,1,0,White,No,1,0,0,1,0,1,1.3,14,11000,0,0,11000,ST,5,3,2,2,21,2000,65000,0,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,2,0,250,Yes,0,Increase,Yes,No,Middle,17.232019,82.224961
Prathipadu,Rural,4,2,2,0,1,3,0,2,Business,SSC,1,0,White,Yes,0,0,0,1,0,1,1.5,11,16000,0,0,16000,OC,2,3,3,3,21,0,0,0,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,3,0,205,Yes,0,Decrease,Yes,No,Middle,17.232100 ,82.226291
Prathipadu,Rural,5,3,2,2,1,2,0,3,Business,8th Standard,1,0,White,Yes,0,0,0,1,1,1,1.5,15,16000,0,0,16000,OC,3,1,6,4,11,0,56000,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,4,0,250,Yes,0,Increase,Yes,No,Middle,17.232428,82.226355
Prathipadu,Rural,4,2,2,1,1,2,0,2,Teacher,SSC,0,0,White,No,0,0,0,1,0,1,1.5,15,10000,10000,0,0,SC,3,4,5,6,11,0,100000,0,0,Increase,Single Floor,Tap,Inside,Inside,Yes,1,0,0,0,3,0,256,Yes,0,Remains Same,Yes,No,Middle,17.232633,82.226355
Prathipadu,Rural,6,3,3,2,2,2,0,4,Carpenter,SSC,2,0,White,Yes,0,0,0,1,0,1,1.2,14,11500,0,0,11500,SC,3,4,5,6,23,0,60000,0,0,Increase,Shed,Tap,Inside,Inside,Yes,1,0,0,0,4,0,265,Yes,0,Remains Same,Yes,No,Middle,17.232909,82.226259
Prathipadu,Rural,4,2,2,0,2,2,0,2,Carpenter,SSC,2,0,White,Yes,0,0,0,1,0,1,1.2,16,11000,0,0,11000,ST,3,4,5,6,19,0,45000,0,0,Increase,Shed,Tap,Inside,Inside,Yes,0,0,0,0,4,0,225,Yes,0,Remains Same,Yes,Yes,Poor,17.232817,82.226495
Prathipadu,Rural,4,2,3,0,2,1,1,2,Teacher,8th Standard,2,0,White,Yes,0,1,0,1,0,1,0,14,9000,0,9000,0,OC,2,4,4,5,11,0,80000,0,0,Increase,Shed,Bore,Inside,Inside,No,1,0,0,1,3,0,240,Yes,0,Increase,Yes,No,Poor,17.232725,82.226591
Prathipadu,Rural,3,1,2,1,1,1,0,1,Business,SSC,1,0,White,No,0,1,0,1,0,1,0,11,8000,8000,0,0,SC,3,5,3,4,23,1000,45000,0,0,Decrease,Shed,Bore,Outside,Inside,No,0,0,0,0,2,0,160,Yes,1,Decrease,Yes,Yes,Poor,17.232489,82.226570 
Prathipadu,Rural,4,2,2,1,1,2,0,2,Fishing,7th Standard,1,0,White,Yes,0,0,0,1,0,1,0.5,10,9000,9000,0,0,SC,5,3,4,5,11,0,65000,0,0,Increase,Shed,Bore,Outside,Inside,Yes,1,0,0,0,4,0,260,Yes,0,Increase,Yes,No,Middle,17.232284,82.226559
Prathipadu,Rural,3,1,2,1,0,1,1,1,Fishing,SSC,1,0,White,Yes,1,0,0,1,0,1,1.5,10,10000,0,0,10000,OC,3,5,3,11,10,1000,78000,0,0,Increase,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,4,0,300,Yes,0,Remains Same,Yes,No,Poor,17.232120 ,82.226512
Prathipadu,Rural,4,2,1,0,3,0,0,1,Farmer,Intermediate,1,1,White,No,1,1,0,1,0,1,1,14,9000,9000,0,0,BC,3,5,6,5,11,2500,90000,0,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,4,0,300,Yes,0,Remains Same,Yes,No,Poor,17.232110 ,82.226774
Prathipadu,Rural,3,2,2,0,2,1,1,2,Farmer,SSC,2,0,White,Yes,0,,0,1,0,1,1,15,9000,0,0,9000,OC,2,5,5,6,21,3000,55000,0,0,Decrease,Single Floor,well,Outside,Inside,Yes,0,0,0,1,3,0,250,Yes,0,Increase,Yes,Yes,Poor,17.232018,82.225175
Prathipadu,Rural,4,1,2,0,1,2,0,1,Business,SSC,2,0,White,No,0,1,0,1,0,1,1,20,8000,0,0,8000,OC,3,2,3,6,21,2000,120000,0,0,Increase,Shed,Tap,Inside,Inside,Yes,1,1,0,0,4,0,205,Yes,0,Remains Same,No,No,Poor,17.23489,82.225272
Prathipadu,Rural,4,2,2,0,1,1,2,2,Carpenter,SSC,1,0,White,Yes,0,0,0,1,0,1,1,10,8000,0,0,8000,BC,3,1,5,6,21,3000,38000,0,0,Increase,Single Floor,Bore,Outside,Inside,Yes,1,0,0,0,3,0,250,Yes,0,Decrease,Yes,Yes,Poor,17.232284,82.225240 
Prathipadu,Rural,3,2,2,1,1,1,1,2,Carpenter,8th Standard,2,0,White,Yes,0,1,0,1,0,1,1,13,7000,0,0,7000,BC,3,5,6,4,11,2500,56000,5000,0,Decrease,Single Floor,Tap,Inside,Inside,Yes,0,0,0,0,2,0,256,Yes,0,Remains Same,Yes,No,Poor,17.232069,82.225604
Prathipadu,Rural,4,1,1,0,1,2,0,2,Carpenter,Graduation,1,0,White,No,0,0,0,1,0,1,1,15,7000,0,0,7000,ST,5,3,2,2,21,0,45000,0,0,Increase,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,2,0,265,Yes,0,Remains Same,Yes,No,Poor,17.232336,82.225690 
Prathipadu,Rural,5,2,2,0,1,3,0,2,Farmer,SSC,1,0,White,Yes,1,1,0,0,0,0,1,17,8000,0,0,8000,OC,2,3,3,3,21,0,80000,3000,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,0,0,0,0,3,0,225,Yes,0,Remains Same,Yes,No,Poor,17.232643,82.225701
Prathipadu,Rural,4,3,2,2,1,2,0,3,Business,SSC,1,0,White,No,1,0,0,0,0,0,1,15,8000,0,0,8000,OC,3,1,6,4,11,0,0,0,0,Decrease,Single Floor,Bore,Outside,Inside,Yes,0,0,0,0,4,0,240,Yes,0,Decrease,Yes,No,Poor,17.232295,82.225797
Prathipadu,Rural,6,2,2,1,1,2,0,2,Business,7th Standard,0,0,White,Yes,0,0,0,0,0,0,1.2,16,9000,0,0,9000,SC,3,4,5,6,11,0,45000,0,0,Decrease,Single Floor,Bore,Outside,Inside,Yes,1,0,0,0,4,0,160,Yes,0,Increase,Yes,No,Poor,17.232581,82.225937
Prathipadu,Rural,4,3,3,2,2,2,0,4,Business,SSC,2,0,White,No,2,1,0,0,0,0,1,8,9000,0,0,9000,SC,3,4,5,6,23,0,65000,0,0,Decrease,Single Floor,Bore,Outside,Inside,Yes,1,0,0,0,3,0,260,Yes,0,Decrease,Yes,Yes,Poor,17.232305,82.225797
Prathipadu,Rural,4,2,2,0,2,2,0,2,Farmer,8th Standard,2,0,White,Yes,0,1,0,0,1,0,0.5,6,9000,0,0,9000,ST,3,4,5,6,19,0,0,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,2,0,300,Yes,0,Increase,Yes,No,Poor,17.2321000 ,82.22615
Prathipadu,Rural,3,2,3,0,2,1,1,2,Fishing,SSC,2,0,White,Yes,0,1,0,0,1,0,0.6,9,10000,0,0,10000,OC,2,4,4,5,11,0,36000,0,0,Increase,Shed,Tap,Outside,Inside,Yes,0,0,0,0,3,0,300,Yes,0,Remains Same,Yes,Yes,Middle,17.232059,82.226913
Prathipadu,Rural,4,1,2,1,1,1,0,1,Business,SSC,1,0,White,No,0,0,0,1,1,0,1,15,10000,10000,0,10000,SC,3,5,3,4,23,0,50000,0,0,Increase,Shed,Tap,Inside,Inside,Yes,0,0,0,0,4,0,250,Yes,0,Remains Same,Yes,Yes,Middle,17.232028,82.227139
Prathipadu,Rural,3,2,2,1,1,2,0,2,Teacher,SSC,1,0,White,No,0,0,0,0,1,0,1,10,11000,11000,0,0,SC,5,3,4,5,11,0,55000,0,0,Increase,Shed,Tap,Outside,Inside,Yes,0,0,0,0,3,0,205,Yes,0,Remains Same,Yes,No,Middle,17.231782,82.227117
Prathipadu,Rural,4,1,2,1,0,1,1,1,Business,8th Standard,1,0,White,No,1,0,0,1,1,1,1,10,12000,10000,0,2000,OC,3,3,3,11,10,0,60000,0,0,Increase,Shed,Bore,Inside,Inside,No,1,0,0,0,4,0,250,Yes,0,Increase,Yes,No,Middle,17.231639,82.227137
Prathipadu,Rural,3,2,1,0,3,2,0,1,Business,SSC,1,1,White,Yes,1,1,0,0,0,1,1,9,13000,0,0,13000,BC,3,1,6,5,11,0,55000,0,0,Decrease,Shed,Bore,Outside,Inside,No,0,0,0,1,4,0,256,Yes,1,Decrease,Yes,No,Middle,17.232510 ,82.227246
Prathipadu,Rural,4,2,2,0,2,1,2,2,Teacher,7th Standard,2,0,White,Yes,1,0,0,1,0,1,1,8,12000,10000,0,2000,OC,2,4,5,6,21,0,90000,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,3,0,265,Yes,0,Increase,Yes,No,Middle,17.232481,82.227337
Prathipadu,Rural,4,1,2,0,1,1,1,1,Carpenter,SSC,2,0,White,Yes,0,0,0,0,0,1,1,12,12000,0,0,12000,OC,3,4,3,6,21,0,45000,0,0,Increase,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,2,0,225,Yes,0,Remains Same,Yes,No,Middle,17.232181,82.227217
Prathipadu,Rural,3,2,2,0,1,2,0,2,Carpenter,Intermediate,1,0,White,No,0,1,0,1,0,1,0,10,13000,10000,0,3000,BC,3,4,5,6,21,0,85000,0,0,Decrease,Single Floor,Tap,Outside,Inside,Yes,1,0,0,0,4,0,240,Yes,0,Remains Same,Yes,No,Middle,17.231884,82.227217
Prathipadu,Rural,4,2,2,1,1,3,0,2,Teacher,SSC,2,0,White,No,0,0,0,0,0,1,0.5,14,12000,0,0,12000,BC,3,4,6,4,11,0,20000,0,0,Decrease,Shed,Bore,Outside,Inside,Yes,0,1,0,0,4,0,160,Yes,0,Increase,No,Yes,Middle,17.231514,82.127633
Prathipadu,Rural,5,1,1,0,1,2,0,2,Business,SSC,1,0,White,Yes,0,1,0,1,0,1,0.5,15,9000,0,0,9000,ST,5,5,2,2,21,0,0,0,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,4,0,260,Yes,0,Remains Same,Yes,No,Middle,17.231305,82.227499
Prathipadu,Rural,4,2,2,0,1,2,0,2,Fishing,SSC,1,0,White,Yes,1,0,0,0,0,1,0.5,13,10000,10000,0,0,OC,2,3,3,3,21,2000,65000,0,0,Decrease,Single Floor,Bore,Outside,Inside,Yes,1,0,0,0,3,0,300,Yes,0,Decrease,Yes,Yes,Middle,17.231132,82.227452
Prathipadu,Rural,6,3,2,2,1,2,0,3,Farmer,8th Standard,1,0,White,No,0,1,0,1,0,1,6,17,9000,0,0,9000,OC,3,5,6,4,11,1500,0,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,0,0,0,0,4,0,300,Yes,0,Remains Same,Yes,No,Poor,17.230959,82.227366
Prathipadu,Rural,4,2,2,1,1,2,0,2,Farmer,Graduation,0,0,White,No,0,0,0,0,0,1,0.6,19,8000,0,0,8000,SC,3,5,5,6,11,2000,56000,0,0,Increase,Single Floor,Bore,Outside,Inside,Yes,0,0,0,0,3,0,250,Yes,0,Remains Same,Yes,No,Poor,17.230759,82.227252
Prathipadu,Rural,4,3,3,2,2,1,1,4,Business,SSC,2,0,White,Yes,0,0,0,1,0,1,0.6,12,8000,0,8000,0,SC,3,5,5,6,23,2000,100000,0,0,Increase,Single Floor,Tap,Inside,Inside,Yes,0,0,0,0,2,0,205,Yes,0,Remains Same,Yes,No,Poor,17.230531,82.227118
Prathipadu,Rural,3,2,2,0,2,1,0,2,Business,SSC,2,0,White,Yes,0,1,0,0,1,1,0,10,7000,7000,0,0,ST,3,2,5,6,19,1500,60000,0,0,Increase,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,2,0,250,Yes,0,Decrease,Yes,Yes,Poor,17.230304,82.227014
Prathipadu,Rural,4,2,3,0,2,2,0,2,Fishing,7th Standard,2,0,White,No,1,1,0,1,0,1,0,14,7000,0,0,7000,OC,2,1,4,5,11,3000,45000,0,0,Increase,Single Floor,Tap,Inside,Inside,Yes,1,0,0,0,3,0,256,Yes,0,Increase,Yes,No,Poor,17.230104,82.226899
Prathipadu,Rural,3,1,2,1,1,1,0,1,Fishing,SSC,1,0,White,No,0,0,0,0,0,1,0,15,7000,0,7000,0,SC,3,5,3,4,23,2500,80000,0,0,Decrease,Single Floor,Bore,Outside,Inside,Yes,1,0,0,0,4,0,265,Yes,0,Decrease,Yes,Yes,Poor,17.229889,82.226588
Prathipadu,Rural,4,2,2,1,1,2,0,2,Farmer,8th Standard,1,0,White,No,0,1,0,1,0,1,0,19,7000,0,0,7000,SC,5,3,4,5,11,2000,45000,8000,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,4,0,225,Yes,0,Increase,Yes,No,Poor,17.229742,82.226488
Prathipadu,Rural,3,1,2,1,0,1,1,1,Teacher,SSC,1,0,White,Yes,0,0,0,1,1,1,1,21,9000,0,0,9000,OC,3,5,3,11,10,0,65000,5000,0,Increase,Single Floor,Tap,Inside,Inside,Yes,0,0,0,0,2,0,120,Yes,0,Remains Same,Yes,No,Poor,17.229608,82.226441
Prathipadu,Rural,3,2,1,0,3,0,0,1,Driver,SSC,1,1,White,No,1,0,0,1,0,1,0.5,15,8500,0,0,8500,BC,3,5,6,5,11,0,78000,0,0,Increase,Shed,Bore,Outside,Inside,Yes,0,0,0,0,2,0,220,Yes,0,Decrease,Yes,No,Poor,17.229021,82.226180 
Prathipadu,Rural,4,2,2,0,2,1,1,2,Carpenter,8th Standard,2,0,White,No,1,0,0,1,0,1,1,12,12000,10000,0,2000,OC,2,5,5,6,21,0,90000,0,0,Decrease,Single Floor,Tap,Inside,Inside,Yes,1,0,0,0,3,0,200,Yes,0,Remains Same,Yes,No,Middle,17.233667,82.226637
Prathipadu,Rural,3,1,2,0,1,2,0,1,Carpenter,Graduation,2,0,White,Yes,0,0,0,1,0,1,1.5,14,8000,0,0,8000,OC,3,2,3,6,21,0,55000,0,0,Increase,Single Floor,Tap,Inside,Inside,Yes,1,0,0,0,4,0,400,Yes,0,Remains Same,Yes,No,Poor,17.233513,82.226666
Prathipadu,Rural,4,2,2,0,1,1,2,2,Farmer,SSC,1,0,White,Yes,0,0,0,1,0,1,1,15,11000,0,0,11000,BC,3,1,5,6,21,0,120000,0,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,4,0,300,Yes,0,Remains Same,Yes,Yes,Middle,17.233387,82.226473
Prathipadu,Rural,4,2,2,1,1,1,1,2,Business,SSC,2,0,White,Yes,0,0,0,1,0,1,1.2,17,11000,0,0,11000,BC,3,5,6,4,11,0,38000,0,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,3,0,300,Yes,0,Decrease,Yes,No,Middle,17.233607,82.226792
Prathipadu,Rural,3,1,1,0,1,2,0,2,Fishing,7th Standard,1,0,White,No,1,0,0,1,0,1,1.3,16,11000,0,0,11000,ST,5,3,2,2,21,1000,56000,0,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,2,0,250,Yes,0,Increase,Yes,Yes,Middle,17.233450 ,82.226759
Prathipadu,Rural,4,2,2,0,1,3,0,2,Fishing,SSC,1,0,White,Yes,0,0,0,1,0,1,1.5,23,16000,0,0,16000,OC,2,3,3,3,21,0,45000,0,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,3,0,205,Yes,0,Decrease,No,Yes,Middle,17.233356,82.226858
Prathipadu,Rural,5,3,2,2,1,2,0,3,Farmer,8th Standard,1,0,White,Yes,0,0,0,1,1,1,1.5,24,16000,0,0,16000,OC,3,1,6,4,11,1000,80000,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,4,0,250,Yes,0,Increase,Yes,No, Middle,17.233329,82.226979
Prathipadu,Rural,4,2,2,1,1,2,0,2,Farmer,SSC,0,0,White,No,0,0,0,1,0,1,1.5,19,10000,10000,0,0,SC,3,4,5,6,11,2500,0,0,0,Increase,Single Floor,Tap,Inside,Inside,Yes,1,0,0,0,3,0,256,Yes,0,Remains Same,Yes,No,Middle,17.233308,82.227127
Prathipadu,Rural,6,3,3,2,2,2,0,4,Business,SSC,2,0,White,Yes,0,0,0,1,0,1,1.2,24,11500,0,0,11500,SC,3,4,5,6,23,3000,45000,0,0,Increase,Shed,Tap,Inside,Inside,Yes,1,0,0,0,4,0,265,Yes,0,Remains Same,Yes,No,Middle,17.233272,82.227281
Prathipadu,Rural,4,2,2,0,2,2,0,2,Carpenter,SSC,2,0,White,Yes,0,0,0,1,0,1,1.2,15,11000,0,0,11000,ST,3,4,5,6,19,2000,65000,0,0,Increase,Shed,Tap,Inside,Inside,Yes,0,0,0,0,4,0,225,Yes,0,Remains Same,Yes,No,Middle,17.233256,82.227407
Prathipadu,Rural,4,2,3,0,2,1,1,2,Carpenter,8th Standard,2,0,White,Yes,0,1,0,1,0,1,0,9,9000,9000,0,0,OC,2,4,4,5,11,3000,0,0,0,Increase,Shed,Bore,Inside,Inside,No,1,0,0,1,3,0,240,Yes,0,Increase,Yes,No,Poor,17.233413,82.227489
Prathipadu,Rural,3,1,2,1,1,1,0,1,Carpenter,SSC,1,0,White,No,0,1,0,1,0,1,0,10,8000,9000,0,0,SC,3,5,3,4,23,2500,36000,0,0,Decrease,Shed,Bore,Outside,Inside,No,0,0,0,0,2,0,160,Yes,1,Decrease,Yes,No,Poor,17.235229,82.227528
Prathipadu,Rural,4,2,2,1,1,2,0,2,Farmer,7th,1,0,White,Yes,0,0,0,1,0,1,0.5,8,9000,9000,0,0,SC,5,3,4,5,11,0,85000,0,0,Increase,Shed,Bore,Outside,Inside,Yes,1,0,0,0,4,0,260,Yes,0,Increase,Yes,Yes,Poor,17.233675,82.227549
Prathipadu,Rural,3,1,2,1,0,1,1,1,Business,SSC,1,0,White,Yes,1,0,0,1,0,1,1.5,10,10000,0,0,10000,OC,3,5,3,11,10,0,45000,0,0,Increase,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,4,0,300,Yes,0,Remains Same,Yes,No,Middle,17.233801,82.227566
Prathipadu,Rural,4,2,1,0,3,0,0,1,Fishing,Intermediate,1,1,White,No,1,1,0,1,0,1,1,12,9000,0,0,9000,BC,3,5,6,5,11,0,85000,0,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,4,0,300,Yes,0,Remains Same,Yes,Yes,Poor,17.233937,82.227621
Prathipadu,Rural,3,2,2,0,2,1,1,2,Farmer,SSC,2,0,White,Yes,0,,0,1,0,1,1,17,9000,0,0,9000,OC,2,5,5,6,21,0,78000,0,0,Decrease,Single Floor,well,Outside,Inside,Yes,0,0,0,1,3,0,250,Yes,0,Increase,Yes,No,Poor,17.234063,82.227632
Prathipadu,Rural,4,1,2,0,1,2,0,1,Farmer,SSC,2,0,White,No,0,1,0,1,0,1,1,12,8000,0,0,8000,OC,3,2,3,6,21,0,0,0,0,Increase,Shed,Tap,Inside,Inside,Yes,1,1,0,0,4,0,205,Yes,0,Remains Same,Yes,No,Poor,17.234168,82.227648
Prathipadu,Rural,4,2,2,0,1,1,2,2,Farmer,SSC,1,0,White,Yes,0,0,0,1,0,1,1,10,8000,0,0,8000,BC,3,1,5,6,21,0,56000,0,0,Increase,Single Floor,Bore,Outside,Inside,Yes,1,0,0,0,3,0,250,Yes,0,Decrease,Yes,No,Poor,17.234157,82.227528
Prathipadu,Rural,3,2,2,1,1,1,1,2,Fishing,8th Standard,2,0,White,Yes,0,1,0,1,0,1,1,13,7000,0,0,7000,BC,3,5,6,4,11,0,45000,0,0,Decrease,Single Floor,Tap,Inside,Inside,Yes,0,0,0,0,2,0,256,Yes,0,Remains Same,Yes,Yes,Poor,17.234136,82.227429
Prathipadu,Rural,4,1,1,0,1,2,0,2,Business,Graduation,1,0,White,No,0,0,0,1,0,1,1,6,7000,0,0,7000,ST,5,3,2,2,21,0,25000,0,0,Increase,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,2,0,265,Yes,0,Remains Same,Yes,No,Poor,17.234094,82.227336
Prathipadu,Rural,5,2,2,0,1,3,0,2,Teacher,SSC,1,0,White,Yes,1,1,0,0,0,0,1,5,8000,0,0,8000,OC,2,3,3,3,21,0,100000,0,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,0,0,0,0,3,0,225,Yes,0,Remains Same,Yes,Yes,Poor,17.234084,82.227758
Prathipadu,Rural,4,3,2,2,1,2,0,3,Business,SSC,1,0,White,No,1,0,0,0,0,0,1,15,8000,0,0,8000,OC,3,1,6,4,11,0,0,0,0,Decrease,Single Floor,Bore,Outside,Inside,Yes,0,0,0,0,4,0,240,Yes,0,Decrease,Yes,No,Poor,17.234042,82.227884
Prathipadu,Rural,6,2,2,1,1,2,0,2,Business,7th Standard,0,0,White,Yes,0,0,0,0,0,0,1.2,14,9000,0,0,9000,SC,3,4,5,6,11,0,46000,0,0,Decrease,Single Floor,Bore,Outside,Inside,Yes,1,0,0,0,4,0,160,Yes,0,Increase,No,No,Poor,17.234005,82.227999
Prathipadu,Rural,4,3,3,2,2,2,0,4,Teacher,SSC,2,0,White,No,2,1,0,0,0,0,1,6,9000,0,0,9000,SC,3,4,5,6,23,0,85000,0,0,Decrease,Single Floor,Bore,Outside,Inside,Yes,1,0,0,0,3,0,260,Yes,0,Decrease,Yes,No,Poor,17.233979,82.228148
Prathipadu,Rural,4,2,2,0,2,2,0,2,Carpenter,8th Standard,2,0,White,Yes,0,1,0,0,1,0,0.5,6,7000,0,0,7000,ST,3,4,5,6,19,0,45000,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,2,0,300,Yes,0,Increase,Yes,No,Poor,17.233906,82.228060 
Prathipadu,Rural,3,2,3,0,2,1,1,2,Carpenter,SSC,2,0,White,Yes,0,1,0,0,1,0,0.6,14,10000,0,0,10000,OC,2,4,4,5,11,0,65000,0,0,Increase,Shed,Tap,Outside,Inside,Yes,0,0,0,0,3,0,300,Yes,0,Remains Same,Yes,No,Middle,17.233670 ,82.228010 
Prathipadu,Rural,4,1,2,1,1,1,0,1,Teacher,SSC,1,0,White,No,,0,0,1,1,0,1,10,10000,0,0,10000,SC,3,5,3,4,23,3000,90000,0,0,Increase,Shed,Tap,Inside,Inside,Yes,0,0,0,0,4,0,250,Yes,0,Remains Same,Yes,Yes,Middle,17.233413,82.227956
Prathipadu,Rural,3,2,2,1,1,2,0,2,Business,SSC,1,0,White,No,0,0,0,0,1,0,1,10,11000,0,0,11000,SC,5,3,4,5,11,2000,25000,5000,0,Increase,Shed,Tap,Outside,Inside,Yes,0,0,0,0,3,0,205,Yes,0,Remains Same,Yes,No,Middle,17.233607,82.227988
Prathipadu,Rural,4,1,2,1,0,1,1,1,Fishing,8th Standard,1,0,White,No,1,0,0,1,1,1,1,10,12000,0,0,12000,OC,3,3,3,11,10,3000,86000,0,0,Increase,Shed,Bore,Inside,Inside,No,1,0,0,0,4,0,250,Yes,0,Increase,Yes,Yes,Middle,17.233523,82.227966
Prathipadu,Rural,3,2,1,0,3,2,0,1,Farmer,SSC,1,1,White,Yes,1,1,0,0,0,1,1,9,13000,0,0,13000,BC,3,1,6,5,11,2500,45000,3000,0,Decrease,Shed,Bore,Outside,Inside,No,0,0,0,1,4,0,256,Yes,1,Decrease,Yes,Yes,Middle,17.233361,82.228109
Prathipadu,Rural,4,2,2,0,2,1,2,2,Farmer,7th Standard,2,0,White,Yes,1,0,0,1,0,1,1,9,12000,0,12000,0,OC,2,4,5,6,21,0,65000,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,3,0,265,Yes,0,Increase,Yes,No,Middle,17.233350 ,82.228213
Prathipadu,Rural,4,1,2,0,1,1,1,1,Business,SSC,2,0,White,Yes,0,0,0,0,0,1,1,9,12000,0,0,12000,OC,3,4,3,6,21,0,0,0,0,Increase,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,2,0,225,Yes,0,Remains Same,Yes,No,Middle,17.233298,82.228318
Prathipadu,Rural,3,2,2,0,1,2,0,2,Business,Intermediate,1,0,White,No,0,1,0,1,0,1,0,8,13000,0,0,13000,BC,3,4,5,6,21,0,36000,0,0,Decrease,Single Floor,Tap,Outside,Inside,Yes,1,0,0,0,4,0,240,Yes,0,Remains Same,Yes,No,Middle,17.233177,82.228680 
Prathipadu,Rural,4,2,2,1,1,3,0,2,Fishing,SSC,2,0,White,No,0,0,0,0,0,1,0.5,8,12000,0,0,12000,BC,3,4,6,4,11,0,85000,0,0,Decrease,Shed,Bore,Outside,Inside,Yes,0,1,0,0,4,0,160,Yes,0,Increase,Yes,No,Middle,17.233146,82.228828
Prathipadu,Rural,5,1,1,0,1,2,0,2,Farmer,SSC,1,0,White,Yes,0,1,0,1,0,1,0.5,12,9000,0,0,9000,ST,5,5,2,2,21,0,45000,0,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,4,0,260,Yes,0,Remains Same,Yes,No,Poor,17.233099,82.228943
Prathipadu,Rural,4,2,2,0,1,2,0,2,Fishing,SSC,1,0,White,Yes,1,0,0,0,0,1,0.5,15,10000,10000,0,0,OC,2,3,3,3,21,0,85000,0,0,Decrease,Single Floor,Bore,Outside,Inside,Yes,1,0,0,0,3,0,300,Yes,0,Decrease,Yes,No,Middle,17.233073,82.229045
Prathipadu,Rural,6,3,2,2,1,2,0,3,Farmer,8th Standard,1,0,White,No,0,1,0,1,0,1,6,9,9000,0,0,9000,OC,3,5,6,4,11,0,78000,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,0,0,0,0,4,0,300,Yes,0,Remains Same,Yes,Yes,Poor,17.233057,82.229185
Prathipadu,Rural,4,2,2,1,1,2,0,2,Fishing,Graduation,0,0,White,No,0,0,0,0,0,1,0.6,10,8000,0,0,8000,SC,3,5,5,6,11,0,0,0,0,Increase,Single Floor,Bore,Outside,Inside,Yes,0,0,0,0,3,0,250,Yes,0,Remains Same,Yes,No,Poor,17.233115,82.229311
Prathipadu,Rural,4,3,3,2,2,1,1,4,Business,SSC,2,0,White,Yes,0,0,0,1,0,1,0.6,6,8000,0,0,8000,SC,3,5,5,6,23,0,56000,0,0,Increase,Single Floor,Tap,Inside,Inside,Yes,0,0,0,0,2,0,205,Yes,0,Remains Same,Yes,Yes,Poor,17.233282,82.229371
Prathipadu,Rural,3,2,2,0,2,1,0,2,Teacher,SSC,2,0,White,Yes,0,1,0,0,1,1,0,10,7000,0,0,7000,ST,3,2,5,6,19,0,45000,0,0,Increase,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,2,0,250,Yes,0,Decrease,No,No,Poor,17.233425,82.229323
Prathipadu,Rural,4,2,3,0,2,2,0,2,Teacher,7th Standard,2,0,White,No,1,1,0,1,0,1,0,12,7000,0,0,7000,OC,2,1,4,5,11,0,25000,0,0,Increase,Single Floor,Tap,Inside,Inside,Yes,1,0,0,0,3,0,256,Yes,0,Increase,Yes,No,Poor,17.233404,82.229317
